id,title,location,department,industry,salary_range,work_from_home,company_logo,screening_round,employment_type,required_experience,required_education,is_authentic
9104,Rooms Division Manager,Athens,Marketing,Financial Services,,0,1,0,,,,0
17760,Customer Service Representative,New York,Engineering,Oil & Energy,30000-50000,1,1,0,Full-time,Entry level,High School or equivalent,0
10016,UI & UX Designer,Athens,Education,Financial Services,,0,1,1,Full-time,,,1
12791,Java / Solution Architect ,Athens,Administrative,Oil & Energy,0-0,0,0,0,Full-time,Mid-Senior level,Associate Degree,1
15875,Senior Database Analyst,New York,Design,Consumer Services,120000-125000,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,1
9993,Inbound Sales Representatives,Sacramento,Administrative,Oil & Energy,,0,1,0,Full-time,Entry level,,1
8515,Senior UX Designer - Remote,Athens,Administrative,Hospital & Health Care,,1,1,1,Contract,Mid-Senior level,Bachelor's Degree,1
13796,Electrical Maintenance Technician,Sacramento,Design,Financial Services,,0,0,0,Full-time,,,1
15813,Search Engine Marketing Supervisor,Athens,Education,Financial Services,,0,1,1,,,,1
6165,Inside Sales,London,Sales,Consumer Services,50000-55000,0,1,1,Full-time,Entry level,Unspecified,1
17739,Customer Service Representative,Sacramento,Marketing,Information Technology and Services,,0,0,0,Full-time,Not Applicable,High School or equivalent,0
15876,Receptionist,Sacramento,Sales,Hospital & Health Care,,0,1,1,Full-time,Entry level,,1
641,Application Developer,Athens,Education,Telecommunications,,0,0,0,Full-time,,,1
17581,Data Entry/ Administrative Assistant,San Francisco,Sales,Consumer Services,,0,0,0,Full-time,Not Applicable,Unspecified,0
13575,C#  / SQL and BI Developer (all levels),London,Education,Telecommunications,,0,0,0,Full-time,,,1
3922,iOS/OS X Senior Software Developer,Athens,Administrative,Oil & Energy,,0,0,1,Full-time,Associate,Bachelor's Degree,1
7225,Team Lead - General Clerk 3,Athens,Administrative,Financial Services,,0,1,0,Full-time,Associate,High School or equivalent,1
7421,SAP BPC Technical Lead,Sacramento,Other,Financial Services,,0,1,1,,,,1
5473,Research Engineer Data Science,San Francisco,Marketing,Internet,,0,1,1,Full-time,Mid-Senior level,Master's Degree,0
1427,Accounts Administrator - Temporary Role,Sacramento,Administrative,Oil & Energy,,0,1,0,Temporary,Associate,Unspecified,1
2970,Strategic Sourcing Engineer   2053,Sacramento,Customer Service,Information Technology and Services,,0,0,0,Full-time,,,0
3393,Online Customer Acquisition Manager,Athens,Health Care Provider,Consumer Services,,0,1,1,Full-time,,,1
2325, Marketing and Communications Manager,London,Administrative,Hospital & Health Care,,0,1,1,Full-time,Associate,Bachelor's Degree,1
12725,LPN-contract,London,Health Care Provider,Financial Services,,0,1,1,Contract,,Associate Degree,1
14833,"Energy/Financial Reporter, Low Carbon Energy Investor",San Francisco,Design,Telecommunications,,0,1,1,Full-time,Associate,,1
17383,Warehouse Office Manager,San Francisco,Other,Telecommunications,,0,1,1,Full-time,,,1
13473,Investment Banking Associate,London,Other,Oil & Energy,60-85,0,0,0,Full-time,Associate,Bachelor's Degree,1
4418,Personal Assistant,Athens,Other,Hospital & Health Care,,0,0,0,,,,1
915,Sales Team,Athens,Design,Internet,,0,1,0,,,,1
2577,Customer Service Associate - Part Time ,London,Education,Hospital & Health Care,,0,1,0,Part-time,Entry level,High School or equivalent,1
5649,Senior Ruby Engineer,Athens,Other,Hospital & Health Care,,0,1,1,Full-time,Mid-Senior level,,1
7337,Application Support Analyst,New York,Education,Financial Services,,0,1,0,,,,1
14770,Freelance Academic Writer  ,Athens,Marketing,Marketing and Advertising,7-12000,1,1,0,Other,Not Applicable,Some College Coursework Completed,1
5656,Customer Service Technical Specialist ,San Francisco,Education,Oil & Energy,,0,1,0,Full-time,Entry level,High School or equivalent,1
17557,Customer Service Representative to Enroll People in NO COST Cell Phone Program ,Athens,Administrative,Education Management,,0,1,0,Contract,Not Applicable,Unspecified,0
6928,SAP BI Program/Delivery Manager,London,Health Care Provider,Internet,,0,1,1,Full-time,,,1
4423,Systems Administrator,New York,Education,Education Management,70000-80000,0,0,0,Full-time,,,1
5507,Home Based Payroll Data Entry Clerk Position - Earn $100-$200 Daily ,Sacramento,Information Technology,Information Technology and Services,,0,0,0,,,,0
13711,Internal IT Administrator,London,Other,Consumer Services,,0,1,1,Full-time,Associate,,1
12833,Medical Receptionist/Assistant,San Francisco,Health Care Provider,Telecommunications,,0,1,0,Full-time,Not Applicable,,1
4594,Code Compliance Officer,London,Other,Consumer Services,,0,1,1,Full-time,Entry level,High School or equivalent,0
14155,Home  Based Typist/ Data Entry Clerk,Sacramento,Administrative,Information Technology and Services,,0,0,0,,,,0
3195,Home Based Payroll Typist/Data Entry Clerks Positions Available,Sacramento,Information Technology,Computer Software,,0,0,0,,,,0
216,IC&E Technician Mt Poso,London,Information Technology,Information Technology and Services,95000-115000,0,1,1,Full-time,Mid-Senior level,High School or equivalent,0
9042,Assistant Manager,San Francisco,Other,Internet,,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,1
17727,Work From Home,San Francisco,Marketing,Internet,,1,0,1,,,,0
8404,Customer Service / Admin Assistant,New York,Customer Service,Consumer Services,33280-37440,0,1,1,Full-time,Mid-Senior level,Some College Coursework Completed,1
17500,Sales/Relationship Management Associate,New York,Health Care Provider,Telecommunications,,0,1,0,Full-time,,,1
17198,Senior and Junior Flash Games Application Developer,Athens,Education,Oil & Energy,,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,1
663,Senior Digital Designer ,San Francisco,Education,Hospital & Health Care,,0,1,0,Contract,Mid-Senior level,,1
14403,Merchant Data Warehouse Lead,New York,Design,Consumer Services,,0,1,1,Full-time,,,1
4893,Minnesota Spanish Bilingual Communication Assistant,London,Other,Telecommunications,,0,1,1,,Entry level,High School or equivalent,1
17630,Data Entry,Sacramento,Customer Service,Education Management,,0,0,0,,,,0
11078,Real Services,Athens,Marketing,Marketing and Advertising,,0,0,0,,,,0
10171,Customer Service Technical Specialist ,San Francisco,Health Care Provider,Consumer Services,,0,1,0,Full-time,Entry level,High School or equivalent,1
3118,Customer Support (English Speaking),New York,Design,Hospital & Health Care,,0,1,1,Full-time,Mid-Senior level,,1
9510,Advanced Analytics Architect,San Francisco,Health Care Provider,Oil & Energy,,0,1,1,Full-time,Mid-Senior level,,1
12957,Senior Android Developer,Sacramento,Marketing,Oil & Energy,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,1
16680,Urgent Need :Oracle Developer for Bahrain.,Sacramento,Other,Financial Services,,0,1,1,,,,1
7293,Receptionist ,New York,Other,Telecommunications,,0,1,0,Full-time,Entry level,High School or equivalent,1
17605,Subsea Installation Engineer,Sacramento,Design,Education Management,,0,0,0,Full-time,,,0
1814,Mechanical Assembly & Test Technician,New York,Education,Marketing and Advertising,,0,1,0,Full-time,,,0
6800,Sales Professional- Mid Market ,San Francisco,Customer Service,Information Technology and Services,21600-31200,0,1,0,Part-time,Entry level,High School or equivalent,0
15177,SAS Data Management Technical Lead,Sacramento,Health Care Provider,Hospital & Health Care,,0,1,0,,,,1
61,Graduates: English Teacher Abroad (Conversational),Athens,Administrative,Hospital & Health Care,,0,1,1,Contract,Entry level,Bachelor's Degree,1
8250,Senior System Test Engineer,New York,Design,Education Management,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
1961,Mobile Developer-Back End,Athens,Sales,Education Management,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
11991,Paid Media Specialist,Athens,Customer Service,Hospital & Health Care,,0,1,1,Full-time,Associate,,1
7291,Production Analyst,New York,Engineering,Computer Software,,0,1,1,Full-time,,,1
15459,Lead Android Developer,San Francisco,Health Care Provider,Internet,,0,0,0,Full-time,Mid-Senior level,,1
9741,English Teacher Overseas,Athens,Sales,Computer Software,,0,1,1,Contract,,Bachelor's Degree,1
815,Project Manager: Engineer,New York,Marketing,Marketing and Advertising,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
8760,Web Designer - Netlog,San Francisco,Other,Computer Software,,0,1,1,,,,1
3199,Home Based Payroll Typist/Data Entry Clerks Positions Available,Athens,Health Care Provider,Marketing and Advertising,,0,0,0,,,,0
17701,customer service,San Francisco,Customer Service,Information Technology and Services,15-19,0,0,0,Full-time,Entry level,Unspecified,0
17832,Furniture mover,Athens,Marketing,Hospital & Health Care,,0,1,0,,,,0
15220,Executive Personal Assistant,New York,Information Technology,Financial Services,,0,1,1,Full-time,Associate,Bachelor's Degree,1
6986,Oil/Gas Technical Manager,London,Engineering,Financial Services,,0,0,0,Full-time,,,0
1421,Informatica/ Etl Tester,Sacramento,Information Technology,Marketing and Advertising,75000-80000,0,0,0,Contract,Mid-Senior level,Bachelor's Degree,0
1656,HSE Manager,Athens,Information Technology,Marketing and Advertising,,0,1,0,Full-time,,,0
10538,Graphic Designer (Part-Time),Sacramento,Administrative,Education Management,,0,1,1,Part-time,Associate,Associate Degree,1
16012,CNC Machinist,Athens,Education,Marketing and Advertising,,0,0,0,Full-time,,,1
8058,Marketing/sales Coordinator,Athens,Customer Service,Marketing and Advertising,35000-75000,0,0,0,Full-time,Associate,High School or equivalent,0
5772,Front End Designer,Sacramento,Administrative,Education Management,,0,1,1,Full-time,Associate,Unspecified,1
11566,Information Security Manager,Sacramento,Information Technology,Telecommunications,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
2554,Full-time Habilitation Specialist/Direct Care Staff,London,Administrative,Consumer Services,,0,1,1,,Entry level,High School or equivalent,1
3608,Software Engineer - Strong in JavaScript,Sacramento,Sales,Oil & Energy,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,1
3508,Senior Engineer,Sacramento,Health Care Provider,Internet,,0,0,0,Full-time,,,0
12537,TV Satellite Dish Installer,Athens,Information Technology,Hospital & Health Care,,0,1,0,Full-time,Entry level,High School or equivalent,1
11773,Mobile Games Developers: Android & iOS ,Sacramento,Health Care Provider,Consumer Services,,0,1,0,Full-time,Mid-Senior level,,1
17794,Project Controls Technician,San Francisco,Education,Information Technology and Services,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,0
4761,Marketing Executive Numeric Games,Sacramento,Design,Consumer Services,,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,1
1686,Project Manager,Athens,Health Care Provider,Financial Services,,0,1,1,,,,1
9245,English Teacher Abroad ,San Francisco,Other,Consumer Services,,0,1,1,Contract,,Bachelor's Degree,1
5790,Inbound Customer Service Representative,Athens,Customer Service,Consumer Services,,0,1,1,Full-time,Entry level,,1
6229,Ruby On Rails Engineer,New York,Design,Oil & Energy,15-25,0,0,1,Contract,Mid-Senior level,Bachelor's Degree,1
10329,Financial Officer,New York,Design,Financial Services,,0,0,0,Full-time,,,1
17793,Rooms Division Manager,New York,Information Technology,Information Technology and Services,,0,1,0,,,,0
17631,Financial Assistant position,San Francisco,Other,Consumer Services,,0,0,1,Part-time,,,0
3487,Walmart - Senior Pricing Strategy Analyst,Sacramento,Education,Financial Services,,0,1,0,Full-time,,,1
17728,Front Desk Receptionist Professional,Athens,Information Technology,Internet,,0,0,0,Full-time,Entry level,High School or equivalent,0
17805,Account Manager,London,Marketing,Information Technology and Services,,0,0,0,Part-time,,High School or equivalent,0
10492,Marketing and Community Manager,Athens,Education,Financial Services,,0,1,1,Full-time,Mid-Senior level,,1
7020,QC Inspector,London,Other,Computer Software,,0,0,0,,,,0
8680,Lead Front End Developer,Sacramento,Marketing,Computer Software,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,1
13703,Full Stack Web Developer - Node.js ,New York,Administrative,Oil & Energy,,0,1,0,,,,1
540,Web Designer,New York,Information Technology,Telecommunications,50000-90000,0,1,1,Full-time,Mid-Senior level,,1
1699,Data Coordinator,New York,Administrative,Oil & Energy,,0,1,1,Full-time,Entry level,Bachelor's Degree,1
12598,MBA Intern,Sacramento,Administrative,Telecommunications,,0,1,1,Other,Not Applicable,,1
6064,English Teacher Abroad ,London,Design,Oil & Energy,,0,1,1,Contract,,Bachelor's Degree,1
6595,Delivery Drivers - Food,San Francisco,Engineering,Consumer Services,,0,0,0,Part-time,Not Applicable,High School or equivalent,1
9152,Graduates: English Teacher Abroad (Conversational),San Francisco,Marketing,Financial Services,,0,1,1,Contract,Entry level,Bachelor's Degree,1
17428,Sales Associate,New York,Education,Internet,,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,1
4823,Project Coordinator,Athens,Sales,Telecommunications,,0,0,0,,,,1
15413,Senior Mortgage Banker For Beverly Hills Mortgage Bank,New York,Design,Consumer Services,,0,1,1,Full-time,Mid-Senior level,,1
3756,Front Desk Brokerage Administrator,New York,Customer Service,Oil & Energy,32000-34000,0,1,0,Full-time,,High School or equivalent,1
7870,Marketing Account Manager,Sacramento,Administrative,Computer Software,,0,1,1,Full-time,Associate,,1
6445,Junior Project Manager,Sacramento,Administrative,Internet,,0,1,1,,,,1
11896,Experienced PHP Developer,Athens,Health Care Provider,Oil & Energy,,0,1,0,Contract,,,1
7819,Administrative Assistant,Athens,Marketing,Hospital & Health Care,17-20,0,0,0,Full-time,Not Applicable,Unspecified,0
1334,Continuous Improvement Lead,San Francisco,Administrative,Financial Services,,0,1,1,,,,1
11140,SAP BI/HANA Managing Consultant,New York,Health Care Provider,Hospital & Health Care,,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,1
3381,Office Manager,New York,Health Care Provider,Oil & Energy,,0,1,1,Full-time,Mid-Senior level,Unspecified,1
3065,Resolution Specialist,Sacramento,Other,Financial Services,,0,1,0,Full-time,Entry level,Unspecified,1
9525,Fashion Product Receiver,Athens,Administrative,Education Management,,0,1,0,,,,1
48,Customer Service Associate ,San Francisco,Other,Oil & Energy,,0,1,0,Full-time,Entry level,High School or equivalent,1
4733,Devops,San Francisco,Education,Hospital & Health Care,,0,1,1,Full-time,Mid-Senior level,,1
5271,Online Sales Manager,Athens,Administrative,Financial Services,,0,0,1,,,,1
14583,Mortgage Loan Coordinator,London,Customer Service,Telecommunications,,0,1,1,Full-time,Entry level,,1
14083,Regional Sales Manager,New York,Health Care Provider,Oil & Energy,,0,0,0,Full-time,,,1
8839,Customer Service Representative,London,Customer Service,Education Management,26000-32000,0,1,1,Full-time,Entry level,High School or equivalent,0
9988,Employment Specialist,Athens,Health Care Provider,Financial Services,,0,1,1,Full-time,Associate,,1
17705,Admin Assistant ,San Francisco,Information Technology,Computer Software,,0,0,0,Full-time,Entry level,,0
17336,Content Internship ,Athens,Customer Service,Education Management,,0,1,1,Full-time,Internship,Bachelor's Degree,1
12560,Personal Assistant (Carer),Athens,Marketing,Oil & Energy,,0,1,1,,Not Applicable,,1
131,Customer Service Associate - Call Attendant ,Athens,Health Care Provider,Information Technology and Services,,0,1,0,Full-time,Entry level,High School or equivalent,1
16703, Marketing and Sales Representative- Full Time Position ,Sacramento,Administrative,Consumer Services,,0,1,1,,,,1
17672,Home Based Payroll Typist/Data Entry Clerks Positions Available,Sacramento,Marketing,Information Technology and Services,,0,0,0,,,,0
